cName,link,lecname,lecture,content
Intelligent_Systems,https://www.wikidata.org/entity/Q197536,Intelligent Agents,http://uni.com/data/COMP_474_6741-GCS_143_Intelligent_Agents,https://plato.stanford.edu/entries/artificial-intelligence/
Intelligent_Systems,https://www.wikidata.org/entity/Q197536,Intelligent Agents,http://uni.com/data/COMP_474_6741-GCS_143_Intelligent_Agents,file:////Users/danielgrimut/Documents/GitHub/Knowledge_AI/COMP%20474_6741-GCS_143/Lectures/Intelligent%20Agents.txt
Intelligent_Systems,https://www.wikidata.org/entity/Q197536,Intelligent Systems Introduction,http://uni.com/data/COMP_474_6741-GCS_143_Intelligent_Systems_Introduction,file:////Users/danielgrimut/Documents/GitHub/Knowledge_AI/COMP%20474_6741-GCS_143/Lectures/Intelligent%20Systems%20Introduction.txt
Intelligent_Systems,https://www.wikidata.org/entity/Q197536,Machine Learning for Intelligent Systems,http://uni.com/data/COMP_474_6741-GCS_143_Machine_Learning_for_Intelligent_Systems,file:////Users/danielgrimut/Documents/GitHub/Knowledge_AI/COMP%20474_6741-GCS_143/Lectures/Machine%20Learning%20for%20Intelligent%20Systems.txt
Intelligent_Systems,https://www.wikidata.org/wiki/Q197536,Intelligent Agents,http://uni.com/data/COMP_474_6741-GCS_143_Intelligent_Agents,https://plato.stanford.edu/entries/artificial-intelligence/
Intelligent_Systems,https://www.wikidata.org/wiki/Q197536,Intelligent Agents,http://uni.com/data/COMP_474_6741-GCS_143_Intelligent_Agents,file:////Users/danielgrimut/Documents/GitHub/Knowledge_AI/COMP%20474_6741-GCS_143/Lectures/Intelligent%20Agents.txt
Intelligent_Systems,https://www.wikidata.org/wiki/Q197536,Intelligent Systems Introduction,http://uni.com/data/COMP_474_6741-GCS_143_Intelligent_Systems_Introduction,file:////Users/danielgrimut/Documents/GitHub/Knowledge_AI/COMP%20474_6741-GCS_143/Lectures/Intelligent%20Systems%20Introduction.txt
Intelligent_Systems,https://www.wikidata.org/wiki/Q197536,Machine Learning for Intelligent Systems,http://uni.com/data/COMP_474_6741-GCS_143_Machine_Learning_for_Intelligent_Systems,file:////Users/danielgrimut/Documents/GitHub/Knowledge_AI/COMP%20474_6741-GCS_143/Lectures/Machine%20Learning%20for%20Intelligent%20Systems.txt
Number of triples: 8
